* skip=18 (so viele Zeilen beim Import dieser Datei überspringen, um als 1. Zeile die Zeile mit den Spaltentiteln einzulesen)
* Copyright:		Jeder kann diese Daten frei und unentgeltlich nutzen 
* Originalquelle: 	Statistisches Bundesamt nach IFG-Antrag von Spiegel Online (gestellt am 27. September 2013, stattgegeben am 08. November 2013 mit zweiwöchiger Fristüberschreitung). Am 08. November 2013 stellte das Statistische Bundesamt den Datensatz als PDF auch zum freien Download online unter https://ergebnisse.zensus2011.de/docs/Zensus_Gemeinden_relativer_Standardfehler.pdf
* Text-Codierung:	Latin-1 (ISO 8859-1)
*
** Spalten:
* 
* 1. RS_12:		Eindeutiger 12-stelliger Regionalschlüssel der Gemeinde (siehe https://de.wikipedia.org/wiki/Amtlicher_Gemeindeschl%C3%BCssel#Regionalschl.C3.BCssel)
* 2. Gemeinde: 		Name der Gemeinde
* 3. Land:		Bundesland, in dem die Gemeinde liegt
* 4. Kreis:		Kreis, in dem die Gemeinde liegt
* 5. Teil_Nr:		Nummer des Stadtteils, wenn die Stichprobe auf Stadtteil-Ebene erhoben wurde
* 6. Teil_Name:		Name des Stadtteils, wenn die Stichprobe auf Stadtteil-Ebene erhoben wurde; die Stadtteile wurden nicht immer benannt und entsprachen nicht immer echten Untergliederungen der Stadt  
* 			siehe auch gesonderte Datei "Stichprobenfehler_Zensus_Stadtteile_Erklaerung_Destatis_latin1.txt"
* 7. Fehler_Gem:	Stichprobenfehler ("einfacher relativer Standardfehler") der Gemeinde insgesamt in Prozent (auch, wenn die Stichprobe auf Stadtteil-Ebene erhoben wurde)
* 8. Fehler_Teil:	Stichprobenfehler des Stadtteils, wenn die Stichprobe auf Stadtteil-Ebene erhoben wurde
*
*
"RS_12";"Gemeinde";"Land";"Kreis";Teil_Nr;"Teil-Name";Fehler_Gem;Fehler_Teil
"091610000000";"Ingolstadt";"Bayern";"Ingolstadt";-;"-";0,46;0,46
"083360091091";"Weil am Rhein";"Baden-Württemberg";"Lörrach";-;"-";0,46;0,46
"083265004074";"Villingen-Schwenningen";"Baden-Württemberg";"Schwarzwald-Baar-Kreis";-;"-";0,46;0,46
"083255003049";"Rottweil";"Baden-Württemberg";"Rottweil";-;"-";0,46;0,46
"081185001007";"Besigheim";"Baden-Württemberg";"Ludwigsburg";-;"-";0,46;0,46
"081165005049";"Nürtingen";"Baden-Württemberg";"Esslingen";-;"-";0,46;0,46
"073160000000";"Neustadt an der Weinstraße";"Rheinland-Pfalz";"Neustadt an der Weinstraße, kreisfreie Stadt";-;"-";0,46;0,46
"071370203203";"Bendorf";"Rheinland-Pfalz";"Mayen-Koblenz";-;"-";0,46;0,46
"066110000000";"Kassel";"Hessen";"Kassel, documenta-Stadt";-;"-";0,46;0,46
"065340010010";"Gladenbach";"Hessen";"Marburg-Biedenkopf";-;"-";0,46;0,46
"064330014014";"Trebur";"Hessen";"Groß-Gerau";-;"-";0,46;0,46
"059160000000";"Herne";"Nordrhein-Westfalen";"Herne, Stadt";-;"-";0,46;0,46
"053820044044";"Niederkassel";"Nordrhein-Westfalen";"Rhein-Sieg-Kreis";-;"-";0,46;0,46
"053820004004";"Alfter";"Nordrhein-Westfalen";"Rhein-Sieg-Kreis";-;"-";0,46;0,46
"051580004004";"Erkrath";"Nordrhein-Westfalen";"Mettmann";-;"-";0,46;0,46
"051540044044";"Rees";"Nordrhein-Westfalen";"Kleve";-;"-";0,46;0,46
"034590022022";"Hilter am Teutoburger Wald";"Niedersachsen";"Osnabrück";-;"-";0,46;0,46
"034560025025";"Wietmarschen";"Niedersachsen";"Grafschaft Bentheim";-;"-";0,46;0,46
"034010000000";"Delmenhorst";"Niedersachsen";"Delmenhorst, Stadt";-;"-";0,46;0,46
"032540021021";"Hildesheim";"Niedersachsen";"Hildesheim";-;"-";0,46;0,46
"031550011011";"Northeim";"Niedersachsen";"Northeim";-;"-";0,46;0,46
"031530007007";"Langelsheim";"Niedersachsen";"Goslar";-;"-";0,46;0,46
"160765052022";"Greiz";"Thüringen";"Greiz";-;"-";0,47;0,47
"160700029029";"Ilmenau";"Thüringen";"Ilm-Kreis";-;"-";0,47;0,47
"160650067067";"Sondershausen";"Thüringen";"Kyffhäuserkreis";-;"-";0,47;0,47
"150870370370";"Sangerhausen";"Sachsen-Anhalt";"Mansfeld-Südharz";-;"-";0,47;0,47
"147290410410";"Wurzen";"Sachsen";"Leipzig";-;"-";0,47;0,47
"146285229270";"Pirna";"Sachsen";"Sächsische Schweiz-Osterzgebirge";-;"-";0,47;0,47
"146270060060";"Großenhain";"Sachsen";"Meißen";-;"-";0,47;0,47
"130520018018";"Demmin";"Mecklenburg-Vorpommern";"Demmin";-;"-";0,47;0,47
"120610572572";"Zeuthen";"Brandenburg";"Dahme-Spreewald";-;"-";0,47;0,47
"100440112112";"Lebach";"Saarland";"Saarlouis";-;"-";0,47;0,47
"097790131131";"Donauwörth";"Bayern";"Donau-Ries";-;"-";0,47;0,47
"097760117117";"Lindenberg i. Allgäu";"Bayern";"Lindau (Bodensee)";-;"-";0,47;0,47
"097740150150";"Krumbach (Schwaben)";"Bayern";"Günzburg";-;"-";0,47;0,47
"095770136136";"Gunzenhausen";"Bayern";"Weißenburg-Gunzenhausen";-;"-";0,47;0,47
"092780118118";"Bogen";"Bayern";"Straubing-Bogen";-;"-";0,47;0,47
"092730152152";"Neustadt a.d. Donau";"Bayern";"Kelheim";-;"-";0,47;0,47
"092710119119";"Deggendorf";"Bayern";"Deggendorf";-;"-";0,47;0,47
"091860162162";"Wolnzach";"Bayern";"Pfaffenhofen a.d.Ilm";-;"-";0,47;0,47
"091850158158";"Schrobenhausen";"Bayern";"Neuburg-Schrobenhausen";-;"-";0,47;0,47
"091770115115";"Dorfen";"Bayern";"Erding";-;"-";0,47;0,47
"083365007081";"Schopfheim";"Baden-Württemberg";"Lörrach";-;"-";0,47;0,47
"083360105105";"Grenzach-Wyhlen";"Baden-Württemberg";"Lörrach";-;"-";0,47;0,47
"083255006057";"Sulz am Neckar";"Baden-Württemberg";"Rottweil";-;"-";0,47;0,47
"083175003034";"Gengenbach";"Baden-Württemberg";"Ortenaukreis";-;"-";0,47;0,47
"082120000000";"Karlsruhe";"Baden-Württemberg";"Karlsruhe";-;"-";0,47;0,47
"081365002010";"Bopfingen";"Baden-Württemberg";"Ostalbkreis";-;"-";0,47;0,47
"081180046046";"Kornwestheim";"Baden-Württemberg";"Ludwigsburg";-;"-";0,47;0,47
"081160072072";"Wernau (Neckar)";"Baden-Württemberg";"Esslingen";-;"-";0,47;0,47
"081160047047";"Neuhausen auf den Fildern";"Baden-Württemberg";"Esslingen";-;"-";0,47;0,47
"071310007007";"Bad Neuenahr-Ahrweiler";"Rheinland-Pfalz";"Ahrweiler";-;"-";0,47;0,47
"066310009009";"Fulda";"Hessen";"Fulda";-;"-";0,47;0,47
"064380010010";"Obertshausen";"Hessen";"Offenbach";-;"-";0,47;0,47
"057700044044";"Stemwede";"Nordrhein-Westfalen";"Minden-Lübbecke";-;"-";0,47;0,47
"057620016016";"Brakel";"Nordrhein-Westfalen";"Höxter";-;"-";0,47;0,47
"057580008008";"Enger";"Nordrhein-Westfalen";"Herford";-;"-";0,47;0,47
"055540048048";"Rhede";"Nordrhein-Westfalen";"Borken";-;"-";0,47;0,47
"051200000000";"Remscheid";"Nordrhein-Westfalen";"Remscheid, Stadt";-;"-";0,47;0,47
"034560015015";"Nordhorn";"Niedersachsen";"Grafschaft Bentheim";-;"-";0,47;0,47
"033550022022";"Lüneburg";"Niedersachsen";"Lüneburg";-;"-";0,47;0,47
"032540008008";"Bockenem";"Niedersachsen";"Hildesheim";-;"-";0,47;0,47
"032520008008";"Salzhemmendorf";"Niedersachsen";"Hameln-Pyrmont";-;"-";0,47;0,47
"031570006006";"Peine";"Niedersachsen";"Peine";-;"-";0,47;0,47
"031530012012";"Seesen";"Niedersachsen";"Goslar";-;"-";0,47;0,47
"031030000000";"Wolfsburg";"Niedersachsen";"Wolfsburg, Stadt";-;"-";0,47;0,47
"010600063063";"Norderstedt";"Schleswig-Holstein";"Segeberg";-;"-";0,47;0,47
"010550004004";"Bad Schwartau";"Schleswig-Holstein";"Ostholstein";-;"-";0,47;0,47
"150880330330";"Schkopau";"Sachsen-Anhalt";"Saalekreis";-;"-";0,48;0,48
"150810280280";"Klötze";"Sachsen-Anhalt";"Altmarkkreis Salzwedel";-;"-";0,48;0,48
"120700424424";"Wittenberge";"Brandenburg";"Prignitz";-;"-";0,48;0,48
"120670124124";"Erkner";"Brandenburg";"Oder-Spree";-;"-";0,48;0,48
"100420112112";"Losheim am See";"Saarland";"Merzig-Wadern";-;"-";0,48;0,48
"100420111111";"Beckingen";"Saarland";"Merzig-Wadern";-;"-";0,48;0,48
"097780116116";"Bad Wörishofen";"Bayern";"Unterallgäu";-;"-";0,48;0,48
"095730114114";"Cadolzburg";"Bayern";"Fürth";-;"-";0,48;0,48
"091840131131";"Kirchheim b. München";"Bayern";"München";-;"-";0,48;0,48
"091810114114";"Dießen am Ammersee";"Bayern";"Landsberg am Lech";-;"-";0,48;0,48
"091770117117";"Erding";"Bayern";"Erding";-;"-";0,48;0,48
"084365007081";"Wangen im Allgäu";"Baden-Württemberg";"Ravensburg";-;"-";0,48;0,48
"083370116116";"Wehr";"Baden-Württemberg";"Waldshut";-;"-";0,48;0,48
"083175009089";"Oberkirch";"Baden-Württemberg";"Ortenaukreis";-;"-";0,48;0,48
"082260062062";"Oftersheim";"Baden-Württemberg";"Rhein-Neckar-Kreis";-;"-";0,48;0,48
"082260018018";"Eppelheim";"Baden-Württemberg";"Rhein-Neckar-Kreis";-;"-";0,48;0,48
"081365007065";"Schwäbisch Gmünd";"Baden-Württemberg";"Ostalbkreis";-;"-";0,48;0,48
"081280139139";"Lauda-Königshofen";"Baden-Württemberg";"Main-Tauber-Kreis";-;"-";0,48;0,48
"081165006056";"Plochingen";"Baden-Württemberg";"Esslingen";-;"-";0,48;0,48
"081160080080";"Ostfildern";"Baden-Württemberg";"Esslingen";-;"-";0,48;0,48
"081150050050";"Weil der Stadt";"Baden-Württemberg";"Böblingen";-;"-";0,48;0,48
"073200000000";"Zweibrücken";"Rheinland-Pfalz";"Zweibrücken, kreisfreie Stadt";-;"-";0,48;0,48
"073120000000";"Kaiserslautern";"Rheinland-Pfalz";"Kaiserslautern, kreisfreie Stadt";-;"-";0,48;0,48
"071375008216";"Mülheim-Kärlich";"Rheinland-Pfalz";"Mayen-Koblenz";-;"-";0,48;0,48
"066360006006";"Hessisch Lichtenau";"Hessen";"Werra-Meißner-Kreis";-;"-";0,48;0,48
"065350001001";"Alsfeld";"Hessen";"Vogelsbergkreis";-;"-";0,48;0,48
"064380003003";"Egelsbach";"Hessen";"Offenbach";-;"-";0,48;0,48
"057580024024";"Löhne";"Nordrhein-Westfalen";"Herford";-;"-";0,48;0,48
"053620020020";"Erftstadt";"Nordrhein-Westfalen";"Rhein-Erft-Kreis";-;"-";0,48;0,48
"032410011011";"Lehrte";"Niedersachsen";"Region Hannover";-;"-";0,48;0,48
"160660063063";"Schmalkalden";"Thüringen";"Schmalkalden-Meiningen";-;"-";0,49;0,49
"150890310310";"Staßfurt";"Sachsen-Anhalt";"Salzlandkreis";-;"-";0,49;0,49
"150860040040";"Genthin";"Sachsen-Anhalt";"Jerichower Land";-;"-";0,49;0,49
"130610035035";"Sassnitz";"Mecklenburg-Vorpommern";"Rügen";-;"-";0,49;0,49
"120730452452";"Prenzlau";"Brandenburg";"Uckermark";-;"-";0,49;0,49
"120690604604";"Stahnsdorf";"Brandenburg";"Potsdam-Mittelmark";-;"-";0,49;0,49
"120630208208";"Nauen";"Brandenburg";"Havelland";-;"-";0,49;0,49
"100460112112";"Marpingen";"Saarland";"St. Wendel";-;"-";0,49;0,49
"097710130130";"Friedberg";"Bayern";"Aichach-Friedberg";-;"-";0,49;0,49
"097710113113";"Aichach";"Bayern";"Aichach-Friedberg";-;"-";0,49;0,49
"095770177177";"Weißenburg i. Bay.";"Bayern";"Weißenburg-Gunzenhausen";-;"-";0,49;0,49
"095760151151";"Wendelstein";"Bayern";"Roth";-;"-";0,49;0,49
"093750190190";"Regenstauf";"Bayern";"Regensburg";-;"-";0,49;0,49
"093710151151";"Sulzbach-Rosenberg";"Bayern";"Amberg-Sulzbach";-;"-";0,49;0,49
"092710146146";"Plattling";"Bayern";"Deggendorf";-;"-";0,49;0,49
"091870165165";"Raubling";"Bayern";"Rosenheim";-;"-";0,49;0,49
"091780143143";"Moosburg a.d. Isar";"Bayern";"Freising";-;"-";0,49;0,49
"091730126126";"Geretsried";"Bayern";"Bad Tölz-Wolfratshausen";-;"-";0,49;0,49
"091720118118";"Freilassing";"Bayern";"Berchtesgadener Land";-;"-";0,49;0,49
"082365004040";"Mühlacker";"Baden-Württemberg";"Enzkreis";-;"-";0,49;0,49
"081365001088";"Aalen";"Baden-Württemberg";"Ostalbkreis";-;"-";0,49;0,49
"081195005084";"Welzheim";"Baden-Württemberg";"Rems-Murr-Kreis";-;"-";0,49;0,49
"073340007007";"Germersheim";"Rheinland-Pfalz";"Germersheim";-;"-";0,49;0,49
"066350015015";"Korbach";"Hessen";"Waldeck-Frankenberg";-;"-";0,49;0,49
"059740020020";"Geseke";"Nordrhein-Westfalen";"Soest";-;"-";0,49;0,49
"059580004004";"Arnsberg";"Nordrhein-Westfalen";"Hochsauerlandkreis";-;"-";0,49;0,49
"059150000000";"Hamm";"Nordrhein-Westfalen";"Hamm, Stadt";-;"-";0,49;0,49
"057580004004";"Bünde";"Nordrhein-Westfalen";"Herford";-;"-";0,49;0,49
"057540008008";"Gütersloh";"Nordrhein-Westfalen";"Gütersloh";-;"-";0,49;0,49
"055660068068";"Ochtrup";"Nordrhein-Westfalen";"Steinfurt";-;"-";0,49;0,49
"053340008008";"Baesweiler";"Nordrhein-Westfalen";"Städteregion Aachen";-;"-";0,49;0,49
"051700032032";"Rheinberg";"Nordrhein-Westfalen";"Wesel";-;"-";0,49;0,49
"034540035035";"Meppen";"Niedersachsen";"Emsland";-;"-";0,49;0,49
"033580016016";"Munster";"Niedersachsen";"Soltau-Fallingbostel";-;"-";0,49;0,49
"032570009009";"Bückeburg";"Niedersachsen";"Schaumburg";-;"-";0,49;0,49
"032540005005";"Bad Salzdetfurth";"Niedersachsen";"Hildesheim";-;"-";0,49;0,49
"031520007007";"Duderstadt";"Niedersachsen";"Göttingen";-;"-";0,49;0,49
"010560018018";"Halstenbek";"Schleswig-Holstein";"Pinneberg";-;"-";0,49;0,49
"010020000000";"Kiel";"Schleswig-Holstein";"Kiel, Landeshauptstadt";-;"-";0,49;0,49
"160770043043";"Schmölln";"Thüringen";"Altenburger Land";-;"-";0,5;0,5
"160730076076";"Rudolstadt";"Thüringen";"Saalfeld-Rudolstadt";-;"-";0,5;0,5
"150840235235";"Hohenmölsen";"Sachsen-Anhalt";"Burgenlandkreis";-;"-";0,5;0,5
"150820377377";"Südliches Anhalt";"Sachsen-Anhalt";"Anhalt-Bitterfeld";-;"-";0,5;0,5
"145245114180";"Limbach-Oberfrohna";"Sachsen";"Zwickau";-;"-";0,5;0,5
"145225102060";"Burgstädt";"Sachsen";"Mittelsachsen";-;"-";0,5;0,5
"130060000000";"Wismar";"Mecklenburg-Vorpommern";"Wismar";-;"-";0,5;0,5
"120650356356";"Zehdenick";"Brandenburg";"Oberhavel";-;"-";0,5;0,5
"097750135135";"Neu-Ulm";"Bayern";"Neu-Ulm";-;"-";0,5;0,5
"095650000000";"Schwabach";"Bayern";"Schwabach";-;"-";0,5;0,5
"092750154154";"Vilshofen an der Donau";"Bayern";"Passau";-;"-";0,5;0,5
"091840149149";"Unterschleißheim";"Bayern";"München";-;"-";0,5;0,5
"091840148148";"Unterhaching";"Bayern";"München";-;"-";0,5;0,5
"091810130130";"Landsberg am Lech";"Bayern";"Landsberg am Lech";-;"-";0,5;0,5
"091790123123";"Germering";"Bayern";"Fürstenfeldbruck";-;"-";0,5;0,5
"091740115115";"Dachau";"Bayern";"Dachau";-;"-";0,5;0,5
"084250141141";"Blaustein";"Baden-Württemberg";"Alb-Donau-Kreis";-;"-";0,5;0,5
"084165003036";"Rottenburg am Neckar";"Baden-Württemberg";"Tübingen";-;"-";0,5;0,5
"084155003053";"Münsingen";"Baden-Württemberg";"Reutlingen";-;"-";0,5;0,5
"082255001109";"Walldürn";"Baden-Württemberg";"Neckar-Odenwald-Kreis";-;"-";0,5;0,5
"081190044044";"Murrhardt";"Baden-Württemberg";"Rems-Murr-Kreis";-;"-";0,5;0,5
"081185004078";"Freiberg am Neckar";"Baden-Württemberg";"Ludwigsburg";-;"-";0,5;0,5
"081180050050";"Markgröningen";"Baden-Württemberg";"Ludwigsburg";-;"-";0,5;0,5
"081165001033";"Kirchheim unter Teck";"Baden-Württemberg";"Esslingen";-;"-";0,5;0,5
"081160019019";"Esslingen am Neckar";"Baden-Württemberg";"Esslingen";-;"-";0,5;0,5
"071410075075";"Lahnstein";"Rheinland-Pfalz";"Rhein-Lahn-Kreis";-;"-";0,5;0,5
"066330017017";"Lohfelden";"Hessen";"Kassel";-;"-";0,5;0,5
"066330009009";"Fuldatal";"Hessen";"Kassel";-;"-";0,5;0,5
"065330017017";"Weilburg";"Hessen";"Limburg-Weilburg";-;"-";0,5;0,5
"065320023023";"Wetzlar";"Hessen";"Lahn-Dill-Kreis";-;"-";0,5;0,5
"064350029029";"Wächtersbach";"Hessen";"Main-Kinzig-Kreis";-;"-";0,5;0,5
"064350025025";"Schlüchtern";"Hessen";"Main-Kinzig-Kreis";-;"-";0,5;0,5
"064350023023";"Rodenbach";"Hessen";"Main-Kinzig-Kreis";-;"-";0,5;0,5
"064350017017";"Langenselbold";"Hessen";"Main-Kinzig-Kreis";-;"-";0,5;0,5
"064330005005";"Ginsheim-Gustavsburg";"Hessen";"Groß-Gerau";-;"-";0,5;0,5
"059780004004";"Bergkamen";"Nordrhein-Westfalen";"Unna";-;"-";0,5;0,5
"059660008008";"Drolshagen";"Nordrhein-Westfalen";"Olpe";-;"-";0,5;0,5
"059580040040";"Schmallenberg";"Nordrhein-Westfalen";"Hochsauerlandkreis";-;"-";0,5;0,5
"057740040040";"Bad Wünnenberg";"Nordrhein-Westfalen";"Paderborn";-;"-";0,5;0,5
"057740036036";"Salzkotten";"Nordrhein-Westfalen";"Paderborn";-;"-";0,5;0,5
"057540048048";"Versmold";"Nordrhein-Westfalen";"Gütersloh";-;"-";0,5;0,5
"053820012012";"Bornheim";"Nordrhein-Westfalen";"Rhein-Sieg-Kreis";-;"-";0,5;0,5
"053700020020";"Hückelhoven";"Nordrhein-Westfalen";"Heinsberg";-;"-";0,5;0,5
"053160000000";"Leverkusen";"Nordrhein-Westfalen";"Leverkusen, Stadt";-;"-";0,5;0,5
"032410017017";"Springe";"Niedersachsen";"Region Hannover";-;"-";0,5;0,5
"032410009009";"Laatzen";"Niedersachsen";"Region Hannover";-;"-";0,5;0,5
"032410008008";"Isernhagen";"Niedersachsen";"Region Hannover";-;"-";0,5;0,5
"031580006006";"Cremlingen";"Niedersachsen";"Wolfenbüttel";-;"-";0,5;0,5
"031510009009";"Gifhorn";"Niedersachsen";"Gifhorn";-;"-";0,5;0,5
"031020000000";"Salzgitter";"Niedersachsen";"Salzgitter, Stadt";-;"-";0,5;0,5
"010620018018";"Glinde";"Schleswig-Holstein";"Stormarn";-;"-";0,5;0,5
"120630036036";"Brieselang";"Brandenburg";"Havelland";-;"-";0,51;0,51
"100440118118";"Schwalbach";"Saarland";"Saarlouis";-;"-";0,51;0,51
"100440117117";"Schmelz";"Saarland";"Saarlouis";-;"-";0,51;0,51
"100430111111";"Eppelborn";"Saarland";"Neunkirchen";-;"-";0,51;0,51
"097720177177";"Meitingen";"Bayern";"Augsburg";-;"-";0,51;0,51
"091840136136";"Ottobrunn";"Bayern";"München";-;"-";0,51;0,51
"091820120120";"Holzkirchen";"Bayern";"Miesbach";-;"-";0,51;0,51
"091790145145";"Puchheim";"Bayern";"Fürstenfeldbruck";-;"-";0,51;0,51
"084210000000";"Ulm";"Baden-Württemberg";"Ulm";-;"-";0,51;0,51
"083175010096";"Offenburg";"Baden-Württemberg";"Ortenaukreis";-;"-";0,51;0,51
"081195006085";"Winnenden";"Baden-Württemberg";"Rems-Murr-Kreis";-;"-";0,51;0,51
"073310003003";"Alzey";"Rheinland-Pfalz";"Alzey-Worms";-;"-";0,51;0,51
"071370068068";"Mayen";"Rheinland-Pfalz";"Mayen-Koblenz";-;"-";0,51;0,51
"066330023023";"Schauenburg";"Hessen";"Kassel";-;"-";0,51;0,51
"066320002002";"Bad Hersfeld";"Hessen";"Hersfeld-Rotenburg";-;"-";0,51;0,51
"064400005005";"Butzbach";"Hessen";"Wetteraukreis";-;"-";0,51;0,51
"064320015015";"Münster";"Hessen";"Darmstadt-Dieburg";-;"-";0,51;0,51
"059780040040";"Werne";"Nordrhein-Westfalen";"Unna";-;"-";0,51;0,51
"059580024024";"Marsberg";"Nordrhein-Westfalen";"Hochsauerlandkreis";-;"-";0,51;0,51
"057660052052";"Lügde";"Nordrhein-Westfalen";"Lippe";-;"-";0,51;0,51
"057580032032";"Spenge";"Nordrhein-Westfalen";"Herford";-;"-";0,51;0,51
"055660040040";"Lengerich";"Nordrhein-Westfalen";"Steinfurt";-;"-";0,51;0,51
"051620028028";"Rommerskirchen";"Nordrhein-Westfalen";"Rhein-Kreis Neuss";-;"-";0,51;0,51
"051220000000";"Solingen";"Nordrhein-Westfalen";"Solingen, Stadt";-;"-";0,51;0,51
"034570017017";"Ostrhauderfehn";"Niedersachsen";"Leer";-;"-";0,51;0,51
"034550015015";"Schortens";"Niedersachsen";"Friesland";-;"-";0,51;0,51
"034050000000";"Wilhelmshaven";"Niedersachsen";"Wilhelmshaven, Stadt";-;"-";0,51;0,51
"033610009009";"Oyten";"Niedersachsen";"Verden";-;"-";0,51;0,51
"033590010010";"Buxtehude";"Niedersachsen";"Stade";-;"-";0,51;0,51
"033560007007";"Osterholz-Scharmbeck";"Niedersachsen";"Osterholz";-;"-";0,51;0,51
"032410004004";"Burgwedel";"Niedersachsen";"Region Hannover";-;"-";0,51;0,51
"010530129129";"Wentorf bei Hamburg";"Schleswig-Holstein";"Herzogtum Lauenburg";-;"-";0,51;0,51
"160735050077";"Saalfeld/Saale";"Thüringen";"Saalfeld-Rudolstadt";-;"-";0,52;0,52
"097720200200";"Schwabmünchen";"Bayern";"Augsburg";-;"-";0,52;0,52
"096770155155";"Lohr a. Main";"Bayern";"Main-Spessart";-;"-";0,52;0,52
"096710111111";"Alzenau";"Bayern";"Aschaffenburg";-;"-";0,52;0,52
"095740138138";"Lauf a.d. Pegnitz";"Bayern";"Nürnberger Land";-;"-";0,52;0,52
"093750165165";"Lappersdorf";"Bayern";"Regensburg";-;"-";0,52;0,52
"093720116116";"Cham";"Bayern";"Cham";-;"-";0,52;0,52
"091860143143";"Pfaffenhofen a.d. Ilm";"Bayern";"Pfaffenhofen a.d.Ilm";-;"-";0,52;0,52
"091860137137";"Manching";"Bayern";"Pfaffenhofen a.d.Ilm";-;"-";0,52;0,52
"091840138138";"Planegg";"Bayern";"München";-;"-";0,52;0,52
"091790126126";"Gröbenzell";"Bayern";"Fürstenfeldbruck";-;"-";0,52;0,52
"091750115115";"Ebersberg";"Bayern";"Ebersberg";-;"-";0,52;0,52
"083175002026";"Ettenheim";"Baden-Württemberg";"Ortenaukreis";-;"-";0,52;0,52
"082260105105";"Edingen-Neckarhausen";"Baden-Württemberg";"Rhein-Neckar-Kreis";-;"-";0,52;0,52
"082260103103";"St. Leon-Rot";"Baden-Württemberg";"Rhein-Neckar-Kreis";-;"-";0,52;0,52
"082165003009";"Durmersheim";"Baden-Württemberg";"Rastatt";-;"-";0,52;0,52
"081350020020";"Herbrechtingen";"Baden-Württemberg";"Heidenheim";-;"-";0,52;0,52
"081190020020";"Fellbach";"Baden-Württemberg";"Rems-Murr-Kreis";-;"-";0,52;0,52
"073130000000";"Landau in der Pfalz";"Rheinland-Pfalz";"Landau in der Pfalz, kreisfreie Stadt";-;"-";0,52;0,52
"072110000000";"Trier";"Rheinland-Pfalz";"Trier, kreisfreie Stadt";-;"-";0,52;0,52
"071110000000";"Koblenz";"Rheinland-Pfalz";"Koblenz, kreisfreie Stadt";-;"-";0,52;0,52
"066330026026";"Vellmar";"Hessen";"Kassel";-;"-";0,52;0,52
"064390012012";"Oestrich-Winkel";"Hessen";"Rheingau-Taunus-Kreis";-;"-";0,52;0,52
"064360011011";"Schwalbach am Taunus";"Hessen";"Main-Taunus-Kreis";-;"-";0,52;0,52
"057740020020";"Delbrück";"Nordrhein-Westfalen";"Paderborn";-;"-";0,52;0,52
"057700028028";"Petershagen";"Nordrhein-Westfalen";"Minden-Lübbecke";-;"-";0,52;0,52
"057620020020";"Höxter";"Nordrhein-Westfalen";"Höxter";-;"-";0,52;0,52
"055660060060";"Neuenkirchen";"Nordrhein-Westfalen";"Steinfurt";-;"-";0,52;0,52
"053740044044";"Waldbröl";"Nordrhein-Westfalen";"Oberbergischer Kreis";-;"-";0,52;0,52
"034520012012";"Ihlow";"Niedersachsen";"Aurich";-;"-";0,52;0,52
"032540002002";"Alfeld (Leine)";"Niedersachsen";"Hildesheim";-;"-";0,52;0,52
"032410007007";"Hemmingen";"Niedersachsen";"Region Hannover";-;"-";0,52;0,52
"031530005005";"Goslar";"Niedersachsen";"Goslar";-;"-";0,52;0,52
"120720477477";"Zossen";"Brandenburg";"Teltow-Fläming";-;"-";0,53;0,53
"096710143143";"Mömbris";"Bayern";"Aschaffenburg";-;"-";0,53;0,53
"096710122122";"Großostheim";"Bayern";"Aschaffenburg";-;"-";0,53;0,53
"092760138138";"Regen";"Bayern";"Regen";-;"-";0,53;0,53
"091820125125";"Miesbach";"Bayern";"Miesbach";-;"-";0,53;0,53
"084255005033";"Ehingen (Donau)";"Baden-Württemberg";"Alb-Donau-Kreis";-;"-";0,53;0,53
"084175004031";"Hechingen";"Baden-Württemberg";"Zollernalbkreis";-;"-";0,53;0,53
"084150019019";"Eningen unter Achalm";"Baden-Württemberg";"Reutlingen";-;"-";0,53;0,53
"083355005100";"Rielasingen-Worblingen";"Baden-Württemberg";"Konstanz";-;"-";0,53;0,53
"082355007046";"Nagold";"Baden-Württemberg";"Calw";-;"-";0,53;0,53
"081175005026";"Göppingen";"Baden-Württemberg";"Göppingen";-;"-";0,53;0,53
"064380008008";"Mühlheim am Main";"Hessen";"Offenbach";-;"-";0,53;0,53
"064380005005";"Heusenstamm";"Hessen";"Offenbach";-;"-";0,53;0,53
"064360009009";"Kriftel";"Hessen";"Main-Taunus-Kreis";-;"-";0,53;0,53
"057660044044";"Lemgo";"Nordrhein-Westfalen";"Lippe";-;"-";0,53;0,53
"057620032032";"Steinheim";"Nordrhein-Westfalen";"Höxter";-;"-";0,53;0,53
"057620004004";"Bad Driburg";"Nordrhein-Westfalen";"Höxter";-;"-";0,53;0,53
"057580020020";"Kirchlengern";"Nordrhein-Westfalen";"Herford";-;"-";0,53;0,53
"057110000000";"Bielefeld";"Nordrhein-Westfalen";"Bielefeld, Stadt";-;"-";0,53;0,53
"055700008008";"Beckum";"Nordrhein-Westfalen";"Warendorf";-;"-";0,53;0,53
"055620014014";"Gladbeck";"Nordrhein-Westfalen";"Recklinghausen";-;"-";0,53;0,53
"055580044044";"Senden";"Nordrhein-Westfalen";"Coesfeld";-;"-";0,53;0,53
"053820064064";"Swisttal";"Nordrhein-Westfalen";"Rhein-Sieg-Kreis";-;"-";0,53;0,53
"051660020020";"Niederkrüchten";"Nordrhein-Westfalen";"Viersen";-;"-";0,53;0,53
"033520011011";"Cuxhaven";"Niedersachsen";"Cuxhaven";-;"-";0,53;0,53
