* skip=18 (so viele Zeilen beim Import dieser Datei überspringen, um als 1. Zeile die Zeile mit den Spaltentiteln einzulesen)
* Copyright:		Jeder kann diese Daten frei und unentgeltlich nutzen 
* Originalquelle: 	Statistisches Bundesamt nach IFG-Antrag von Spiegel Online (gestellt am 27. September 2013, stattgegeben am 08. November 2013 mit zweiwöchiger Fristüberschreitung). Am 08. November 2013 stellte das Statistische Bundesamt den Datensatz als PDF auch zum freien Download online unter https://ergebnisse.zensus2011.de/docs/Zensus_Gemeinden_relativer_Standardfehler.pdf
* Text-Codierung:	Latin-1 (ISO 8859-1)
*
** Spalten:
* 
* 1. RS_12:		Eindeutiger 12-stelliger Regionalschlüssel der Gemeinde (siehe https://de.wikipedia.org/wiki/Amtlicher_Gemeindeschl%C3%BCssel#Regionalschl.C3.BCssel)
* 2. Gemeinde: 		Name der Gemeinde
* 3. Land:		Bundesland, in dem die Gemeinde liegt
* 4. Kreis:		Kreis, in dem die Gemeinde liegt
* 5. Teil_Nr:		Nummer des Stadtteils, wenn die Stichprobe auf Stadtteil-Ebene erhoben wurde
* 6. Teil_Name:		Name des Stadtteils, wenn die Stichprobe auf Stadtteil-Ebene erhoben wurde; die Stadtteile wurden nicht immer benannt und entsprachen nicht immer echten Untergliederungen der Stadt  
* 			siehe auch gesonderte Datei "Stichprobenfehler_Zensus_Stadtteile_Erklaerung_Destatis_latin1.txt"
* 7. Fehler_Gem:	Stichprobenfehler ("einfacher relativer Standardfehler") der Gemeinde insgesamt in Prozent (auch, wenn die Stichprobe auf Stadtteil-Ebene erhoben wurde)
* 8. Fehler_Teil:	Stichprobenfehler des Stadtteils, wenn die Stichprobe auf Stadtteil-Ebene erhoben wurde
*
*
"RS_12";"Gemeinde";"Land";"Kreis";Teil_Nr;"Teil-Name";Fehler_Gem;Fehler_Teil
"092730147147";"Mainburg";"Bayern";"Kelheim";-;"-";0,38;0,38
"091750122122";"Grafing b. München";"Bayern";"Ebersberg";-;"-";0,38;0,38
"083110000000";"Freiburg im Breisgau";"Baden-Württemberg";"Freiburg im Breisgau";-;"-";0,38;0,38
"082260028028";"Heddesheim";"Baden-Württemberg";"Rhein-Neckar-Kreis";-;"-";0,38;0,38
"082260009009";"Brühl";"Baden-Württemberg";"Rhein-Neckar-Kreis";-;"-";0,38;0,38
"066340014014";"Melsungen";"Hessen";"Schwalm-Eder-Kreis";-;"-";0,38;0,38
"066310020020";"Petersberg";"Hessen";"Fulda";-;"-";0,38;0,38
"034540014014";"Geeste";"Niedersachsen";"Emsland";-;"-";0,38;0,38
"032410016016";"Sehnde";"Niedersachsen";"Region Hannover";-;"-";0,38;0,38
"031570005005";"Lengede";"Niedersachsen";"Peine";-;"-";0,38;0,38
"031550003003";"Dassel";"Niedersachsen";"Northeim";-;"-";0,38;0,38
"031540013013";"Königslutter am Elm";"Niedersachsen";"Helmstedt";-;"-";0,38;0,38
"150890015015";"Aschersleben";"Sachsen-Anhalt";"Salzlandkreis";-;"-";0,39;0,39
"150850235235";"Quedlinburg";"Sachsen-Anhalt";"Harz";-;"-";0,39;0,39
"150820180180";"Köthen (Anhalt)";"Sachsen-Anhalt";"Anhalt-Bitterfeld";-;"-";0,39;0,39
"150810135135";"Gardelegen";"Sachsen-Anhalt";"Altmarkkreis Salzwedel";-;"-";0,39;0,39
"146280160160";"Heidenau";"Sachsen";"Sächsische Schweiz-Osterzgebirge";-;"-";0,39;0,39
"146265220290";"Löbau";"Sachsen";"Görlitz";-;"-";0,39;0,39
"145235125340";"Reichenbach im Vogtland";"Sachsen";"Vogtlandkreis";-;"-";0,39;0,39
"130540043043";"Hagenow";"Mecklenburg-Vorpommern";"Ludwigslust";-;"-";0,39;0,39
"120620140140";"Finsterwalde";"Brandenburg";"Elbe-Elster";-;"-";0,39;0,39
"097620000000";"Kaufbeuren";"Bayern";"Kaufbeuren";-;"-";0,39;0,39
"093760119119";"Burglengenfeld";"Bayern";"Schwandorf";-;"-";0,39;0,39
"092740184184";"Vilsbiburg";"Bayern";"Landshut";-;"-";0,39;0,39
"091890154154";"Traunreut";"Bayern";"Traunstein";-;"-";0,39;0,39
"091840135135";"Oberschleißheim";"Bayern";"München";-;"-";0,39;0,39
"091750135135";"Poing";"Bayern";"Ebersberg";-;"-";0,39;0,39
"091750127127";"Markt Schwaben";"Bayern";"Ebersberg";-;"-";0,39;0,39
"081180011011";"Ditzingen";"Baden-Württemberg";"Ludwigsburg";-;"-";0,39;0,39
"073180000000";"Speyer";"Rheinland-Pfalz";"Speyer, kreisfreie Stadt";-;"-";0,39;0,39
"053820068068";"Troisdorf";"Nordrhein-Westfalen";"Rhein-Sieg-Kreis";-;"-";0,39;0,39
"160705050004";"Arnstadt";"Thüringen";"Ilm-Kreis";-;"-";0,4;0,4
"160560000000";"Eisenach";"Thüringen";"Eisenach, Stadt";-;"-";0,4;0,4
"150830415415";"Oschersleben (Bode)";"Sachsen-Anhalt";"Börde";-;"-";0,4;0,4
"146265242600";"Weißwasser/O.L.";"Sachsen";"Görlitz";-;"-";0,4;0,4
"130020000000";"Neubrandenburg";"Mecklenburg-Vorpommern";"Neubrandenburg";-;"-";0,4;0,4
"120670120120";"Eisenhüttenstadt";"Brandenburg";"Oder-Spree";-;"-";0,4;0,4
"120640336336";"Neuenhagen bei Berlin";"Brandenburg";"Märkisch-Oderland";-;"-";0,4;0,4
"120610320320";"Luckau";"Brandenburg";"Dahme-Spreewald";-;"-";0,4;0,4
"100460117117";"St. Wendel";"Saarland";"St. Wendel";-;"-";0,4;0,4
"097720147147";"Gersthofen";"Bayern";"Augsburg";-;"-";0,4;0,4
"096720127127";"Hammelburg";"Bayern";"Bad Kissingen";-;"-";0,4;0,4
"096610000000";"Aschaffenburg";"Bayern";"Aschaffenburg";-;"-";0,4;0,4
"091760126126";"Gaimersheim";"Bayern";"Eichstätt";-;"-";0,4;0,4
"084355002016";"Friedrichshafen";"Baden-Württemberg";"Bodenseekreis";-;"-";0,4;0,4
"084175001079";"Albstadt";"Baden-Württemberg";"Zollernalbkreis";-;"-";0,4;0,4
"082360072072";"Straubenhardt";"Baden-Württemberg";"Enzkreis";-;"-";0,4;0,4
"081360042042";"Lorch";"Baden-Württemberg";"Ostalbkreis";-;"-";0,4;0,4
"081190091091";"Weinstadt";"Baden-Württemberg";"Rems-Murr-Kreis";-;"-";0,4;0,4
"059140000000";"Hagen";"Nordrhein-Westfalen";"Hagen, Stadt";-;"-";0,4;0,4
"057700024024";"Minden";"Nordrhein-Westfalen";"Minden-Lübbecke";-;"-";0,4;0,4
"055540016016";"Gescher";"Nordrhein-Westfalen";"Borken";-;"-";0,4;0,4
"055120000000";"Bottrop";"Nordrhein-Westfalen";"Bottrop, Stadt";-;"-";0,4;0,4
"051660028028";"Tönisvorst";"Nordrhein-Westfalen";"Viersen";-;"-";0,4;0,4
"032410002002";"Barsinghausen";"Niedersachsen";"Region Hannover";-;"-";0,4;0,4
"010580092092";"Kronshagen";"Schleswig-Holstein";"Rendsburg-Eckernförde";-;"-";0,4;0,4
"160635051003";"Bad Salzungen";"Thüringen";"Wartburgkreis";-;"-";0,41;0,41
"160620041041";"Nordhausen";"Thüringen";"Nordhausen";-;"-";0,41;0,41
"150910145145";"Jessen (Elster)";"Sachsen-Anhalt";"Wittenberg";-;"-";0,41;0,41
"150880295295";"Petersberg";"Sachsen-Anhalt";"Saalekreis";-;"-";0,41;0,41
"150870130130";"Eisleben";"Sachsen-Anhalt";"Mansfeld-Südharz";-;"-";0,41;0,41
"147300070070";"Delitzsch";"Sachsen";"Nordsachsen";-;"-";0,41;0,41
"145245118190";"Meerane";"Sachsen";"Zwickau";-;"-";0,41;0,41
"145235122300";"Oelsnitz/Vogtl.";"Sachsen";"Vogtlandkreis";-;"-";0,41;0,41
"130550050050";"Neustrelitz";"Mecklenburg-Vorpommern";"Mecklenburg-Strelitz";-;"-";0,41;0,41
"120690656656";"Werder (Havel)";"Brandenburg";"Potsdam-Mittelmark";-;"-";0,41;0,41
"100450117117";"St. Ingbert";"Saarland";"Saarpfalz-Kreis";-;"-";0,41;0,41
"097730125125";"Dillingen a.d. Donau";"Bayern";"Dillingen a.d.Donau";-;"-";0,41;0,41
"097710142142";"Kissing";"Bayern";"Aichach-Friedberg";-;"-";0,41;0,41
"095730134134";"Zirndorf";"Bayern";"Fürth";-;"-";0,41;0,41
"094780139139";"Lichtenfels";"Bayern";"Lichtenfels";-;"-";0,41;0,41
"094770128128";"Kulmbach";"Bayern";"Kulmbach";-;"-";0,41;0,41
"094720175175";"Pegnitz";"Bayern";"Bayreuth";-;"-";0,41;0,41
"091790118118";"Eichenau";"Bayern";"Fürstenfeldbruck";-;"-";0,41;0,41
"084265005070";"Laupheim";"Baden-Württemberg";"Biberach";-;"-";0,41;0,41
"084250039039";"Erbach";"Baden-Württemberg";"Alb-Donau-Kreis";-;"-";0,41;0,41
"083360084084";"Steinen";"Baden-Württemberg";"Lörrach";-;"-";0,41;0,41
"083175007065";"Lahr/Schwarzwald";"Baden-Württemberg";"Ortenaukreis";-;"-";0,41;0,41
"081250058058";"Leingarten";"Baden-Württemberg";"Heilbronn";-;"-";0,41;0,41
"081180076076";"Sachsenheim";"Baden-Württemberg";"Ludwigsburg";-;"-";0,41;0,41
"073170000000";"Pirmasens";"Rheinland-Pfalz";"Pirmasens, kreisfreie Stadt";-;"-";0,41;0,41
"073150000000";"Mainz";"Rheinland-Pfalz";"Mainz, kreisfreie Stadt";-;"-";0,41;0,41
"066330003003";"Baunatal";"Hessen";"Kassel";-;"-";0,41;0,41
"059580032032";"Meschede";"Nordrhein-Westfalen";"Hochsauerlandkreis";-;"-";0,41;0,41
"057540040040";"Steinhagen";"Nordrhein-Westfalen";"Gütersloh";-;"-";0,41;0,41
"033510006006";"Celle";"Niedersachsen";"Celle";-;"-";0,41;0,41
"032410012012";"Neustadt am Rübenberge";"Niedersachsen";"Region Hannover";-;"-";0,41;0,41
"031530013013";"Vienenburg";"Niedersachsen";"Goslar";-;"-";0,41;0,41
"010620004004";"Bad Oldesloe";"Schleswig-Holstein";"Stormarn";-;"-";0,41;0,41
"150890305305";"Schönebeck (Elbe)";"Sachsen-Anhalt";"Salzlandkreis";-;"-";0,42;0,42
"150880220220";"Merseburg";"Sachsen-Anhalt";"Saalekreis";-;"-";0,42;0,42
"150880020020";"Bad Dürrenberg";"Sachsen-Anhalt";"Saalekreis";-;"-";0,42;0,42
"150870220220";"Hettstedt";"Sachsen-Anhalt";"Mansfeld-Südharz";-;"-";0,42;0,42
"150840590590";"Zeitz";"Sachsen-Anhalt";"Burgenlandkreis";-;"-";0,42;0,42
"150830270270";"Haldensleben";"Sachsen-Anhalt";"Börde";-;"-";0,42;0,42
"147300230230";"Oschatz";"Sachsen";"Nordsachsen";-;"-";0,42;0,42
"130540069069";"Ludwigslust";"Mecklenburg-Vorpommern";"Ludwigslust";-;"-";0,42;0,42
"120650256256";"Oranienburg";"Brandenburg";"Oberhavel";-;"-";0,42;0,42
"097740135135";"Günzburg";"Bayern";"Günzburg";-;"-";0,42;0,42
"097730144144";"Lauingen (Donau)";"Bayern";"Dillingen a.d.Donau";-;"-";0,42;0,42
"095750153153";"Neustadt a.d. Aisch";"Bayern";"Neustadt a.d.Aisch-Bad Windsheim";-;"-";0,42;0,42
"092730116116";"Bad Abbach";"Bayern";"Kelheim";-;"-";0,42;0,42
"091840123123";"Haar";"Bayern";"München";-;"-";0,42;0,42
"084265007097";"Riedlingen";"Baden-Württemberg";"Biberach";-;"-";0,42;0,42
"083275005049";"Trossingen";"Baden-Württemberg";"Tuttlingen";-;"-";0,42;0,42
"082150046046";"Malsch";"Baden-Württemberg";"Karlsruhe";-;"-";0,42;0,42
"081355002019";"Heidenheim an der Brenz";"Baden-Württemberg";"Heidenheim";-;"-";0,42;0,42
"081280131131";"Wertheim";"Baden-Württemberg";"Main-Tauber-Kreis";-;"-";0,42;0,42
"065340011011";"Kirchhain";"Hessen";"Marburg-Biedenkopf";-;"-";0,42;0,42
"065310008008";"Hungen";"Hessen";"Gießen";-;"-";0,42;0,42
"064330002002";"Bischofsheim";"Hessen";"Groß-Gerau";-;"-";0,42;0,42
"059700020020";"Hilchenbach";"Nordrhein-Westfalen";"Siegen-Wittgenstein";-;"-";0,42;0,42
"059660004004";"Attendorn";"Nordrhein-Westfalen";"Olpe";-;"-";0,42;0,42
"055700016016";"Drensteinfurt";"Nordrhein-Westfalen";"Warendorf";-;"-";0,42;0,42
"055620012012";"Dorsten";"Nordrhein-Westfalen";"Recklinghausen";-;"-";0,42;0,42
"053740020020";"Lindlar";"Nordrhein-Westfalen";"Oberbergischer Kreis";-;"-";0,42;0,42
"053580004004";"Aldenhoven";"Nordrhein-Westfalen";"Düren";-;"-";0,42;0,42
"053150000000";"Köln";"Nordrhein-Westfalen";"Köln, Stadt";1;"Altstadt/Süd, Bayenthal, Godorf, Hahnwald, Immendorf, Klettenberg, Marienburg, Meschenich, Neustadt/Süd, Raderberg, Raderthal, Rodenkirchen, Rondorf, Sülz, Sürth, Weiß, Zollstock";0,42;0,8
"053150000000";"Köln";"Nordrhein-Westfalen";"Köln, Stadt";2;"Bickendorf, Blumenberg, Bocklemünd/Mengenich, Braunsfeld, Chorweiler, Esch/Auweiler, Fühlingen, Heimersdorf, Junkersdorf, Lindenthal, Lindweiler, Lövenich, Merkenich, Müngersdorf, Ossendorf, Pesch, Roggendorf/ Thenhoven, Seeberg, Vogelsang, Volkhoven/Weiler, Weiden, Widdersdorf, Worringen";0,42;0,65
"053150000000";"Köln";"Nordrhein-Westfalen";"Köln, Stadt";3;"Altstadt/Nord, Bilderstöckchen, Ehrenfeld, Longerich, Mauenheim, Neuehrenfeld, Neustadt/Nord, Niehl, Nippes, Riehl, Weidenpesch";0,42;0,99
"053150000000";"Köln";"Nordrhein-Westfalen";"Köln, Stadt";4;"Buchforst, Buchheim, Dellbrück, Deutz, Dünnwald, Flittard, Holweide, Höhenhaus, Kalk, Mülheim, Stammheim";0,42;1,44
"053150000000";"Köln";"Nordrhein-Westfalen";"Köln, Stadt";5;"Brück, Eil, Elsdorf, Ensen, Finkenberg, Gremberghoven, Grengel, Humboldt/Gremberg, Höhenberg, Langel, Libur, Lind, Merheim, Neubrück, Ostheim, Poll, Porz, Rath/Heumar, Urbach, Vingst, Wahn, Wahnheide, Westhoven, Zündorf";0,42;0,76
"051660036036";"Willich";"Nordrhein-Westfalen";"Viersen";-;"-";0,42;0,42
"051660016016";"Nettetal";"Nordrhein-Westfalen";"Viersen";-;"-";0,42;0,42
"051160000000";"Mönchengladbach";"Nordrhein-Westfalen";"Mönchengladbach, Stadt";-;"-";0,42;0,42
"032410003003";"Burgdorf";"Niedersachsen";"Region Hannover";-;"-";0,42;0,42
"031520004004";"Bovenden";"Niedersachsen";"Göttingen";-;"-";0,42;0,42
"160530000000";"Jena";"Thüringen";"Jena, Stadt";-;"-";0,43;0,43
"150880305305";"Querfurt";"Sachsen-Anhalt";"Saalekreis";-;"-";0,43;0,43
"150820340340";"Sandersdorf-Brehna";"Sachsen-Anhalt";"Anhalt-Bitterfeld";-;"-";0,43;0,43
"146280060060";"Dippoldiswalde";"Sachsen";"Sächsische Schweiz-Osterzgebirge";-;"-";0,43;0,43
"146270310310";"Weinböhla";"Sachsen";"Meißen";-;"-";0,43;0,43
"145225105080";"Döbeln";"Sachsen";"Mittelsachsen";-;"-";0,43;0,43
"145210450450";"Oelsnitz/Erzgeb.";"Sachsen";"Erzgebirgskreis";-;"-";0,43;0,43
"145210030030";"Aue";"Sachsen";"Erzgebirgskreis";-;"-";0,43;0,43
"145210020020";"Annaberg-Buchholz";"Sachsen";"Erzgebirgskreis";-;"-";0,43;0,43
"120690616616";"Teltow";"Brandenburg";"Potsdam-Mittelmark";-;"-";0,43;0,43
"120650332332";"Velten";"Brandenburg";"Oberhavel";-;"-";0,43;0,43
"097720163163";"Königsbrunn";"Bayern";"Augsburg";-;"-";0,43;0,43
"097610000000";"Augsburg";"Bayern";"Augsburg";-;"-";0,43;0,43
"094620000000";"Bayreuth";"Bayern";"Bayreuth";-;"-";0,43;0,43
"093750174174";"Neutraubling";"Bayern";"Regensburg";-;"-";0,43;0,43
"083275006050";"Tuttlingen";"Baden-Württemberg";"Tuttlingen";-;"-";0,43;0,43
"082260037037";"Ketsch";"Baden-Württemberg";"Rhein-Neckar-Kreis";-;"-";0,43;0,43
"081255011110";"Obersulm";"Baden-Württemberg";"Heilbronn";-;"-";0,43;0,43
"081195003067";"Schorndorf";"Baden-Württemberg";"Rems-Murr-Kreis";-;"-";0,43;0,43
"081185006067";"Schwieberdingen";"Baden-Württemberg";"Ludwigsburg";-;"-";0,43;0,43
"081180080080";"Korntal-Münchingen";"Baden-Württemberg";"Ludwigsburg";-;"-";0,43;0,43
"081180003003";"Asperg";"Baden-Württemberg";"Ludwigsburg";-;"-";0,43;0,43
"081175010051";"Uhingen";"Baden-Württemberg";"Göppingen";-;"-";0,43;0,43
"081150041041";"Renningen";"Baden-Württemberg";"Böblingen";-;"-";0,43;0,43
"081110000000";"Stuttgart";"Baden-Württemberg";"Stuttgart";1;"Mitte, Nord, Ost, Süd, West";0,43;0,67
"081110000000";"Stuttgart";"Baden-Württemberg";"Stuttgart";2;"Bad Cannstatt, Botnang, Feuerbach, Hedelfingen, Mühlhausen, Münster, Obertürkheim, Stammheim, Untertürkheim, Wangen, Weilimdorf, Zuffenhausen";0,43;0,73
"081110000000";"Stuttgart";"Baden-Württemberg";"Stuttgart";3;"Birkach, Degerloch, Möhringen, Plieningen, Sillenbuch, Vaihingen";0,43;0,78
"071400501501";"Boppard";"Rheinland-Pfalz";"Rhein-Hunsrück-Kreis";-;"-";0,43;0,43
"071380045045";"Neuwied";"Rheinland-Pfalz";"Neuwied";-;"-";0,43;0,43
"066310017017";"Künzell";"Hessen";"Fulda";-;"-";0,43;0,43
"066310015015";"Hünfeld";"Hessen";"Fulda";-;"-";0,43;0,43
"065340007007";"Dautphetal";"Hessen";"Marburg-Biedenkopf";-;"-";0,43;0,43
"059700044044";"Wilnsdorf";"Nordrhein-Westfalen";"Siegen-Wittgenstein";-;"-";0,43;0,43
"051660032032";"Viersen";"Nordrhein-Westfalen";"Viersen";-;"-";0,43;0,43
"034590019019";"Georgsmarienhütte";"Niedersachsen";"Osnabrück";-;"-";0,43;0,43
"034030000000";"Oldenburg (Oldb)";"Niedersachsen";"Oldenburg (Oldenburg), Stadt";-;"-";0,43;0,43
"032410021021";"Wunstorf";"Niedersachsen";"Region Hannover";-;"-";0,43;0,43
"160550000000";"Weimar";"Thüringen";"Weimar, Stadt";-;"-";0,44;0,44
"160540000000";"Suhl";"Thüringen";"Suhl, Stadt";-;"-";0,44;0,44
"150910375375";"Wittenberg";"Sachsen-Anhalt";"Wittenberg";-;"-";0,44;0,44
"150850228228";"Oberharz am Brocken";"Sachsen-Anhalt";"Harz";-;"-";0,44;0,44
"150830298298";"Hohe Börde";"Sachsen-Anhalt";"Börde";-;"-";0,44;0,44
"147305311310";"Torgau";"Sachsen";"Nordsachsen";-;"-";0,44;0,44
"146270140140";"Meißen";"Sachsen";"Meißen";-;"-";0,44;0,44
"146260110110";"Görlitz";"Sachsen";"Görlitz";-;"-";0,44;0,44
"145220150150";"Frankenberg/Sa.";"Sachsen";"Mittelsachsen";-;"-";0,44;0,44
"130590002002";"Anklam";"Mecklenburg-Vorpommern";"Ostvorpommern";-;"-";0,44;0,44
"120720169169";"Jüterbog";"Brandenburg";"Teltow-Fläming";-;"-";0,44;0,44
"120660176176";"Lauchhammer";"Brandenburg";"Oberspreewald-Lausitz";-;"-";0,44;0,44
"120620224224";"Herzberg (Elster)";"Brandenburg";"Elbe-Elster";-;"-";0,44;0,44
"120610260260";"Königs Wusterhausen";"Brandenburg";"Dahme-Spreewald";-;"-";0,44;0,44
"097720125125";"Bobingen";"Bayern";"Augsburg";-;"-";0,44;0,44
"094730151151";"Neustadt b. Coburg";"Bayern";"Coburg";-;"-";0,44;0,44
"093760141141";"Maxhütte-Haidhof";"Bayern";"Schwandorf";-;"-";0,44;0,44
"092790122122";"Landau a.d. Isar";"Bayern";"Dingolfing-Landau";-;"-";0,44;0,44
"092790112112";"Dingolfing";"Bayern";"Dingolfing-Landau";-;"-";0,44;0,44
"081365003019";"Ellwangen (Jagst)";"Baden-Württemberg";"Ostalbkreis";-;"-";0,44;0,44
"081175006015";"Donzdorf";"Baden-Württemberg";"Göppingen";-;"-";0,44;0,44
"081175002018";"Ebersbach an der Fils";"Baden-Württemberg";"Göppingen";-;"-";0,44;0,44
"073140000000";"Ludwigshafen am Rhein";"Rheinland-Pfalz";"Ludwigshafen am Rhein, kreisfreie Stadt";-;"-";0,44;0,44
"066330020020";"Niestetal";"Hessen";"Kassel";-;"-";0,44;0,44
"059540036036";"Witten";"Nordrhein-Westfalen";"Ennepe-Ruhr-Kreis";-;"-";0,44;0,44
"055580020020";"Havixbeck";"Nordrhein-Westfalen";"Coesfeld";-;"-";0,44;0,44
"055150000000";"Münster";"Nordrhein-Westfalen";"Münster, Stadt";-;"-";0,44;0,44
"053140000000";"Bonn";"Nordrhein-Westfalen";"Bonn, Stadt";-;"-";0,44;0,44
"051660008008";"Grefrath";"Nordrhein-Westfalen";"Viersen";-;"-";0,44;0,44
"051620024024";"Neuss";"Nordrhein-Westfalen";"Rhein-Kreis Neuss";-;"-";0,44;0,44
"051540004004";"Bedburg-Hau";"Nordrhein-Westfalen";"Kleve";-;"-";0,44;0,44
"034590003003";"Bad Essen";"Niedersachsen";"Osnabrück";-;"-";0,44;0,44
"033570039039";"Rotenburg (Wümme)";"Niedersachsen";"Rotenburg (Wümme)";-;"-";0,44;0,44
"033510012012";"Hambühren";"Niedersachsen";"Celle";-;"-";0,44;0,44
"031570007007";"Vechelde";"Niedersachsen";"Peine";-;"-";0,44;0,44
"010620006006";"Bargteheide";"Schleswig-Holstein";"Stormarn";-;"-";0,44;0,44
"010530116116";"Schwarzenbek";"Schleswig-Holstein";"Herzogtum Lauenburg";-;"-";0,44;0,44
"160690024024";"Hildburghausen";"Thüringen";"Hildburghausen";-;"-";0,45;0,45
"160640046046";"Mühlhausen/Thüringen";"Thüringen";"Unstrut-Hainich-Kreis";-;"-";0,45;0,45
"150890030030";"Bernburg (Saale)";"Sachsen-Anhalt";"Salzlandkreis";-;"-";0,45;0,45
"150820430430";"Zerbst/Anhalt";"Sachsen-Anhalt";"Anhalt-Bitterfeld";-;"-";0,45;0,45
"150810455455";"Salzwedel";"Sachsen-Anhalt";"Altmarkkreis Salzwedel";-;"-";0,45;0,45
"150030000000";"Magdeburg";"Sachsen-Anhalt";"Magdeburg, Landeshauptstadt";-;"-";0,45;0,45
"146280260260";"Neustadt i. Sa.";"Sachsen";"Sächsische Schweiz-Osterzgebirge";-;"-";0,45;0,45
"146280050050";"Bannewitz";"Sachsen";"Sächsische Schweiz-Osterzgebirge";-;"-";0,45;0,45
"146270230230";"Riesa";"Sachsen";"Meißen";-;"-";0,45;0,45
"130620059059";"Ueckermünde";"Mecklenburg-Vorpommern";"Uecker-Randow";-;"-";0,45;0,45
"130600056056";"Parchim";"Mecklenburg-Vorpommern";"Parchim";-;"-";0,45;0,45
"130540013013";"Boizenburg/Elbe";"Mecklenburg-Vorpommern";"Ludwigslust";-;"-";0,45;0,45
"130530031031";"Güstrow";"Mecklenburg-Vorpommern";"Güstrow";-;"-";0,45;0,45
"120730532532";"Schwedt/Oder";"Brandenburg";"Uckermark";-;"-";0,45;0,45
"120710372372";"Spremberg";"Brandenburg";"Spree-Neiße";-;"-";0,45;0,45
"120630252252";"Rathenow";"Brandenburg";"Havelland";-;"-";0,45;0,45
"120630080080";"Falkensee";"Brandenburg";"Havelland";-;"-";0,45;0,45
"100460114114";"Nohfelden";"Saarland";"St. Wendel";-;"-";0,45;0,45
"100450115115";"Kirkel";"Saarland";"Saarpfalz-Kreis";-;"-";0,45;0,45
"100410517517";"Riegelsberg";"Saarland";"Regionalverband Saarbrücken";-;"-";0,45;0,45
"096770131131";"Gemünden a. Main";"Bayern";"Main-Spessart";-;"-";0,45;0,45
"095770173173";"Treuchtlingen";"Bayern";"Weißenburg-Gunzenhausen";-;"-";0,45;0,45
"092610000000";"Landshut";"Bayern";"Landshut";-;"-";0,45;0,45
"084170025025";"Haigerloch";"Baden-Württemberg";"Zollernalbkreis";-;"-";0,45;0,45
"083170153153";"Rheinau";"Baden-Württemberg";"Ortenaukreis";-;"-";0,45;0,45
"081255014102";"Weinsberg";"Baden-Württemberg";"Heilbronn";-;"-";0,45;0,45
"081255013086";"Schwaigern";"Baden-Württemberg";"Heilbronn";-;"-";0,45;0,45
"065340014014";"Marburg";"Hessen";"Marburg-Biedenkopf";-;"-";0,45;0,45
"065320009009";"Eschenburg";"Hessen";"Lahn-Dill-Kreis";-;"-";0,45;0,45
"064380001001";"Dietzenbach";"Hessen";"Offenbach";-;"-";0,45;0,45
"059620048048";"Neuenrade";"Nordrhein-Westfalen";"Märkischer Kreis";-;"-";0,45;0,45
"051110000000";"Düsseldorf";"Nordrhein-Westfalen";"Düsseldorf, Stadt";1;"Altstadt, Bilk, Carlstadt, Derendorf, Flehe, Friedrichstadt, Golzheim, Hafen, Hamm, Heerdt, Lörick, Niederkassel, Oberbilk, Oberkassel, Pempelfort, Stadtmitte, Unterbilk, Volmerswerth";0,45;0,82
"051110000000";"Düsseldorf";"Nordrhein-Westfalen";"Düsseldorf, Stadt";2;"Angermund, Düsseltal, Flingern Nord, Flingern Süd, Gerresheim, Grafenberg, Hubbelrath, Kaiserswerth, Kalkum, Lichtenbroich, Lohausen, Ludenberg, Mörsenbroich, Rath, Stockum, Unterrath, Wittlaer";0,45;0,66
"051110000000";"Düsseldorf";"Nordrhein-Westfalen";"Düsseldorf, Stadt";3;"Benrath, Eller, Garath, Hassels, Hellerhof, Himmelgeist, Holthausen, Itter, Lierenfeld, Reisholz, Unterbach, Urdenbach, Vennhausen, Wersten";0,45;0,83
"034590033033";"Wallenhorst";"Niedersachsen";"Osnabrück";-;"-";0,45;0,45
"034590021021";"Hasbergen";"Niedersachsen";"Osnabrück";-;"-";0,45;0,45
"034540018018";"Haren (Ems)";"Niedersachsen";"Emsland";-;"-";0,45;0,45
"034510004004";"Edewecht";"Niedersachsen";"Ammerland";-;"-";0,45;0,45
"033520030030";"Langen";"Niedersachsen";"Cuxhaven";-;"-";0,45;0,45
"010600044044";"Kaltenkirchen";"Schleswig-Holstein";"Segeberg";-;"-";0,45;0,45
"160770001001";"Altenburg";"Thüringen";"Altenburger Land";-;"-";0,46;0,46
"160765054087";"Zeulenroda-Triebes";"Thüringen";"Greiz";-;"-";0,46;0,46
"147290270270";"Markranstädt";"Sachsen";"Leipzig";-;"-";0,46;0,46
"147290050050";"Borna";"Sachsen";"Leipzig";-;"-";0,46;0,46
"146250020020";"Bautzen";"Sachsen";"Bautzen";-;"-";0,46;0,46
"120700296296";"Perleberg";"Brandenburg";"Prignitz";-;"-";0,46;0,46
"120650225225";"Mühlenbecker Land";"Brandenburg";"Oberhavel";-;"-";0,46;0,46
"120650144144";"Hohen Neuendorf";"Brandenburg";"Oberhavel";-;"-";0,46;0,46
"120520000000";"Cottbus";"Brandenburg";"Cottbus, Stadt";-;"-";0,46;0,46
"096620000000";"Schweinfurt";"Bayern";"Schweinfurt";-;"-";0,46;0,46
"095720135135";"Höchstadt a.d. Aisch";"Bayern";"Erlangen-Höchstadt";-;"-";0,46;0,46
"095710136136";"Dinkelsbühl";"Bayern";"Ansbach";-;"-";0,46;0,46
"094780165165";"Bad Staffelstein";"Bayern";"Lichtenfels";-;"-";0,46;0,46
"092750141141";"Pocking";"Bayern";"Passau";-;"-";0,46;0,46
